Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2022,San Luis Obispo,CA,Passenger,1,0,1,61,62,1.61
April 30 2021,Norfolk,VA,Passenger,2,3,5,330,335,1.49
October 31 2020,Klickitat,WA,Truck,0,0,0,8085,8085,0.00
September 30 2022,Columbia,WA,Passenger,8,0,8,2436,2444,0.33
September 30 2018,Williamson,TX,Passenger,0,1,1,168,169,0.59
June 30 2020,Hamilton,IN,Passenger,1,0,1,43,44,2.27
September 30 2018,Bexar,TX,Passenger,3,4,7,739,746,0.94
June 30 2018,Lee,AL,Passenger,1,0,1,36,37,2.70
June 30 2020,Shelby,TN,Passenger,0,1,1,94,95,1.05
March 31 2023,Rock Island,IL,Passenger,0,1,1,13,14,7.14
March 31 2020,Stevens,WA,Truck,0,0,0,18694,18694,0.00
August 31 2023,Moore,NC,Passenger,0,1,1,105,106,0.94
October 31 2020,Rockingham,NH,Passenger,1,0,1,22,23,4.35
February 29 2024,Larimer,CO,Passenger,1,0,1,20,21,4.76
July 31 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
May 31 2019,Chelan,WA,Passenger,153,67,220,54336,54556,0.40
April 30 2019,Snohomish,WA,Truck,1,0,1,121993,121994,0.00
December 31 2018,Williamson,TX,Passenger,0,1,1,156,157,0.64
May 31 2021,Loudoun,VA,Passenger,1,0,1,74,75,1.33
September 30 2021,Carson City,NV,Passenger,1,0,1,11,12,8.33
October 31 2023,Parker,TX,Passenger,0,1,1,13,14,7.14
June 30 2020,Klickitat,WA,Passenger,53,41,94,15166,15260,0.62
February 28 2017,Klickitat,WA,Passenger,20,22,42,14768,14810,0.28
February 28 2022,Yakima,WA,Passenger,301,178,479,167939,168418,0.28
July 31 2017,,,Passenger,3,0,3,455,458,0.66
September 30 2020,Alameda,CA,Passenger,2,0,2,279,281,0.71
November 30 2022,Pierce,WA,Passenger,5986,2471,8457,538975,547432,1.54
May 31 2023,Mason,WA,Passenger,430,206,636,46292,46928,1.36
November 30 2021,Columbia,WA,Passenger,6,2,8,2456,2464,0.32
November 30 2020,Arapahoe,CO,Passenger,1,0,1,132,133,0.75
June 30 2021,Harris,TX,Passenger,1,1,2,230,232,0.86
November 30 2023,Polk,OR,Passenger,1,1,2,11,13,15.38
May 31 2022,Manassas,VA,Passenger,0,1,1,7,8,12.50
May 31 2017,Skamania,WA,Passenger,9,7,16,8529,8545,0.19
January 31 2020,Moore,NC,Passenger,0,1,1,166,167,0.60
March 31 2024,Riverside,CA,Passenger,5,0,5,318,323,1.55
January 31 2021,Salt Lake,UT,Passenger,0,1,1,190,191,0.52
May 31 2022,Broward,FL,Passenger,2,0,2,86,88,2.27
April 30 2019,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
May 31 2021,Kern,CA,Passenger,0,1,1,216,217,0.46
March 31 2018,Lincoln,WA,Truck,0,0,0,4514,4514,0.00
June 30 2018,Hamilton,IN,Passenger,1,0,1,46,47,2.13
June 30 2020,Clark,WA,Passenger,2014,1058,3072,317583,320655,0.96
April 30 2023,Orange,CA,Passenger,10,3,13,341,354,3.67
September 30 2019,Williamson,TX,Passenger,0,2,2,153,155,1.29
March 31 2024,Douglas,CO,Passenger,0,2,2,41,43,4.65
June 30 2022,Pulaski,MO,Passenger,2,0,2,113,115,1.74
September 30 2017,Spokane,WA,Passenger,276,229,505,298110,298615,0.17
August 31 2018,Stevens,WA,Passenger,13,26,39,31682,31721,0.12
January 31 2023,Cumberland,PA,Passenger,1,0,1,41,42,2.38
January 31 2024,Middlesex,NJ,Passenger,1,0,1,18,19,5.26
January 31 2020,Kern,CA,Passenger,0,1,1,229,230,0.43
October 31 2021,Leavenworth,KS,Passenger,0,1,1,105,106,0.94
August 31 2019,Pierce,WA,Truck,0,0,0,140293,140293,0.00
August 31 2023,Pend Oreille,WA,Passenger,30,17,47,8880,8927,0.53
November 30 2023,Escambia,FL,Passenger,0,1,1,121,122,0.82
November 30 2018,Monterey,CA,Passenger,0,1,1,192,193,0.52
June 30 2019,Cochise,AZ,Passenger,0,1,1,114,115,0.87
February 28 2017,Franklin,WA,Truck,0,0,0,17902,17902,0.00
July 31 2018,Grant,WA,Truck,0,0,0,25942,25942,0.00
November 30 2022,Allen,IN,Passenger,1,0,1,18,19,5.26
August 31 2020,Vigo,IN,Passenger,1,0,1,5,6,16.67
February 28 2017,Dakota,MN,Passenger,0,1,1,42,43,2.33
August 31 2022,Jackson,OK,Passenger,0,1,1,31,32,3.12
January 31 2017,Durham,NC,Passenger,0,1,1,39,40,2.50
January 31 2024,Ferry,WA,Passenger,25,4,29,4258,4287,0.68
June 30 2020,Okaloosa,FL,Passenger,0,1,1,146,147,0.68
January 31 2017,Columbia,WA,Passenger,0,1,1,2332,2333,0.04
February 28 2021,San Francisco,CA,Passenger,1,1,2,102,104,1.92
February 28 2019,Fresno,CA,Passenger,1,0,1,196,197,0.51
July 31 2018,Virginia Beach,VA,Passenger,2,1,3,684,687,0.44
April 30 2023,Polk,OR,Passenger,1,1,2,17,19,10.53
December 31 2021,Charleston,SC,Passenger,2,1,3,82,85,3.53
December 31 2018,Lake,CA,Passenger,0,1,1,11,12,8.33
October 31 2021,Chelan,WA,Passenger,385,110,495,54665,55160,0.90
May 31 2022,Yakima,WA,Truck,0,0,0,61398,61398,0.00
September 30 2017,Clark,NV,Passenger,2,2,4,782,786,0.51
June 30 2020,Pinellas,FL,Passenger,1,1,2,116,118,1.69
September 30 2022,Nassau,NY,Passenger,2,0,2,31,33,6.06
March 31 2019,Cowlitz,WA,Passenger,84,101,185,72535,72720,0.25
January 31 2024,Hillsborough,FL,Passenger,2,2,4,88,92,4.35
June 30 2018,Clark,WA,Truck,0,0,0,79113,79113,0.00
August 31 2020,Clark,WA,Truck,0,0,0,82690,82690,0.00
April 30 2017,Jackson,MO,Passenger,1,0,1,70,71,1.41
May 31 2021,Tulsa,OK,Passenger,1,0,1,45,46,2.17
October 31 2022,Fulton,GA,Passenger,1,1,2,75,77,2.60
September 30 2018,Gwinnett,GA,Passenger,0,1,1,86,87,1.15
September 30 2019,Albemarle,VA,Passenger,1,0,1,25,26,3.85
December 31 2019,Walla Walla,WA,Passenger,63,60,123,36296,36419,0.34
July 31 2022,Asotin,WA,Truck,0,0,0,6677,6677,0.00
April 30 2017,Ferry,WA,Passenger,2,1,3,4400,4403,0.07
December 31 2019,Arlington,VA,Passenger,0,2,2,155,157,1.27
December 31 2021,Pacific,WA,Truck,0,0,0,8014,8014,0.00
July 31 2018,New Haven,CT,Passenger,0,1,1,48,49,2.04
October 31 2020,Clark,WA,Passenger,2212,1121,3333,318715,322048,1.03
March 31 2017,Harnett,NC,Passenger,1,0,1,262,263,0.38
December 31 2018,San Francisco,CA,Passenger,2,1,3,119,122,2.46
June 30 2017,Charles,MD,Passenger,0,1,1,90,91,1.10
July 31 2021,Denton,TX,Passenger,1,0,1,81,82,1.22
October 31 2019,Carroll,NH,Passenger,0,1,1,3,4,25.00
August 31 2023,Harrison,MS,Passenger,1,0,1,34,35,2.86
March 31 2023,Norfolk,VA,Passenger,2,2,4,289,293,1.37
January 31 2023,Chesterfield,VA,Passenger,1,0,1,38,39,2.56
August 31 2021,Hampshire,MA,Passenger,1,0,1,9,10,10.00
November 30 2021,Wilson,NC,Passenger,1,0,1,0,1,100.00
May 31 2019,Yakima,WA,Passenger,94,104,198,164983,165181,0.12
March 31 2018,Ferry,WA,Passenger,1,3,4,4404,4408,0.09
May 31 2018,Brevard,FL,Passenger,0,1,1,99,100,1.00
September 30 2019,Osceola,FL,Passenger,1,0,1,43,44,2.27
September 30 2023,Portsmouth,VA,Passenger,0,1,1,64,65,1.54
July 31 2023,Charlottesville,VA,Passenger,0,1,1,3,4,25.00
December 31 2022,Pierce,WA,Passenger,6151,2507,8658,537946,546604,1.58
June 30 2018,Spokane,WA,Truck,1,0,1,92618,92619,0.00
December 31 2018,Mecklenburg,NC,Passenger,1,0,1,81,82,1.22
January 31 2021,Eagle,CO,Passenger,1,0,1,7,8,12.50
June 30 2019,Kittitas,WA,Passenger,81,38,119,29614,29733,0.40
August 31 2019,Wahkiakum,WA,Passenger,2,2,4,3027,3031,0.13
September 30 2022,Arlington,VA,Passenger,1,0,1,123,124,0.81
January 31 2019,Whitman,WA,Truck,0,0,0,8515,8515,0.00
October 31 2021,Klamath,OR,Passenger,1,0,1,31,32,3.12
May 31 2023,Rockdale,GA,Passenger,1,0,1,5,6,16.67
February 28 2019,Camden,NJ,Passenger,0,1,1,27,28,3.57
March 31 2019,Skamania,WA,Passenger,21,15,36,8716,8752,0.41
April 30 2024,Kittitas,WA,Truck,26,0,26,14208,14234,0.18
September 30 2018,Suffolk,MA,Passenger,0,1,1,44,45,2.22
August 31 2022,Hardin,KY,Passenger,1,0,1,64,65,1.54
March 31 2023,Galveston,TX,Passenger,0,1,1,17,18,5.56
March 31 2021,Thurston,WA,Passenger,1432,823,2255,197229,199484,1.13
July 31 2019,Denver,CO,Passenger,1,0,1,130,131,0.76
September 30 2023,Parker,TX,Passenger,0,1,1,13,14,7.14
August 31 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
November 30 2022,El Paso,CO,Passenger,2,2,4,579,583,0.69
February 28 2021,Palm Beach,FL,Passenger,0,2,2,79,81,2.47
January 31 2018,Shelby,TN,Passenger,0,1,1,106,107,0.93
June 30 2023,Whitman,WA,Truck,4,0,4,8605,8609,0.05
November 30 2022,Galveston,TX,Passenger,0,1,1,17,18,5.56
July 31 2018,Lake,CA,Passenger,0,1,1,10,11,9.09
June 30 2023,Whitman,WA,Passenger,150,79,229,21983,22212,1.03
November 30 2019,Rogers,OK,Passenger,1,0,1,7,8,12.50
July 31 2023,Hamilton,OH,Truck,1,0,1,4,5,20.00
December 31 2021,Yakima,WA,Passenger,286,173,459,168694,169153,0.27
May 31 2019,Thurston,WA,Passenger,844,629,1473,197033,198506,0.74
April 30 2023,Moore,NC,Passenger,0,1,1,108,109,0.92
January 31 2021,Okaloosa,FL,Passenger,0,1,1,144,145,0.69
September 30 2023,Polk,OR,Passenger,1,1,2,15,17,11.76
October 31 2022,Carroll,MD,Passenger,0,1,1,17,18,5.56
March 31 2020,Lincoln,WA,Passenger,2,12,14,7751,7765,0.18
September 30 2021,Fairfax,VA,Passenger,6,4,10,708,718,1.39
May 31 2023,Duval,FL,Passenger,1,0,1,252,253,0.40
September 30 2018,Walla Walla,WA,Passenger,36,50,86,35924,36010,0.24
July 31 2021,Chelan,WA,Passenger,350,101,451,54709,55160,0.82
August 31 2020,Lincoln,WA,Truck,0,0,0,4649,4649,0.00
March 31 2020,Whatcom,WA,Truck,3,0,3,43023,43026,0.01
June 30 2017,Wahkiakum,WA,Passenger,0,2,2,2832,2834,0.07
February 28 2017,Dallas,TX,Passenger,1,0,1,213,214,0.47
March 31 2019,Travis,TX,Passenger,4,1,5,215,220,2.27
July 31 2018,Mercer,NJ,Passenger,0,1,1,21,22,4.55
June 30 2022,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
April 30 2020,Yakima,WA,Passenger,129,115,244,165226,165470,0.15
May 31 2023,San Bernardino,CA,Passenger,3,1,4,303,307,1.30
November 30 2023,Lake,IL,Passenger,5,0,5,119,124,4.03
March 31 2023,Denton,TX,Passenger,2,0,2,48,50,4.00
May 31 2022,Cumberland,NC,Passenger,1,4,5,385,390,1.28
May 31 2019,St. Mary's,MD,Passenger,1,0,1,210,211,0.47
September 30 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
September 30 2022,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
July 31 2018,Whatcom,WA,Truck,2,0,2,42314,42316,0.00
January 31 2017,Collier,FL,Passenger,1,1,2,23,25,8.00
February 29 2020,Spartanburg,SC,Passenger,0,1,1,49,50,2.00
July 31 2018,Nantucket,MA,Passenger,1,0,1,4,5,20.00
May 31 2019,Pend Oreille,WA,Passenger,4,5,9,9533,9542,0.09
January 31 2024,Cumberland,NC,Passenger,1,3,4,278,282,1.42
February 28 2019,Norfolk,VA,Passenger,2,2,4,346,350,1.14
October 31 2021,Philadelphia,PA,Passenger,1,0,1,45,46,2.17
February 29 2020,Montgomery,OH,Passenger,0,1,1,48,49,2.04
February 29 2024,Orange,NC,Passenger,0,1,1,3,4,25.00
July 31 2017,Whitman,WA,Passenger,12,19,31,22103,22134,0.14
November 30 2020,Richland,SC,Passenger,0,1,1,143,144,0.69
April 30 2019,Pacific,WA,Passenger,23,28,51,15915,15966,0.32
May 31 2018,San Francisco,CA,Passenger,0,1,1,131,132,0.76
August 31 2019,Ventura,CA,Passenger,0,2,2,319,321,0.62
October 31 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
November 30 2019,Mason,WA,Passenger,140,128,268,47600,47868,0.56
November 30 2021,El Paso,TX,Passenger,3,0,3,377,380,0.79
July 31 2017,Honolulu,HI,Passenger,3,2,5,581,586,0.85
November 30 2018,Skamania,WA,Truck,0,0,0,4005,4005,0.00
December 31 2020,Kern,CA,Passenger,0,1,1,220,221,0.45
February 28 2019,St. Mary's,MD,Passenger,1,0,1,208,209,0.48
November 30 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
April 30 2019,Kittitas,WA,Passenger,71,35,106,29489,29595,0.36
September 30 2022,Kittitas,WA,Passenger,290,91,381,29596,29977,1.27
January 31 2019,Richland,SC,Passenger,0,1,1,165,166,0.60
April 30 2021,St. Louis,MO,Passenger,1,0,1,94,95,1.05
September 30 2019,Alexandria,VA,Passenger,1,0,1,143,144,0.69
August 31 2023,Boulder,CO,Passenger,2,0,2,31,33,6.06
July 31 2020,Wilson,TX,Passenger,0,1,1,6,7,14.29
March 31 2022,San Francisco,CA,Passenger,1,0,1,93,94,1.06
July 31 2021,Franklin,WA,Truck,0,0,0,20722,20722,0.00
March 31 2017,Duval,FL,Passenger,1,1,2,369,371,0.54
May 31 2021,Monterey,CA,Passenger,0,2,2,160,162,1.23
July 31 2018,Fulton,GA,Passenger,1,3,4,109,113,3.54
August 31 2023,Dorchester,SC,Passenger,1,0,1,40,41,2.44
October 31 2023,Tooele,UT,Passenger,2,0,2,8,10,20.00
November 30 2023,Whatcom,WA,Truck,83,0,83,42431,42514,0.20
December 31 2022,Clark,WA,Truck,51,0,51,81844,81895,0.06
April 30 2024,Okanogan,WA,Truck,13,0,13,15811,15824,0.08
January 31 2020,,,Passenger,6,2,8,420,428,1.87
July 31 2017,Charles,MD,Passenger,0,1,1,88,89,1.12
May 31 2019,Allegheny,PA,Passenger,1,0,1,90,91,1.10
October 31 2018,Klamath,OR,Passenger,1,0,1,36,37,2.70
February 28 2019,Asotin,WA,Passenger,12,9,21,12678,12699,0.17
March 31 2021,Island,WA,Truck,0,0,0,21428,21428,0.00
September 30 2023,Washoe,NV,Passenger,2,0,2,51,53,3.77
March 31 2023,Kern,CA,Passenger,1,1,2,193,195,1.03
February 29 2020,Sedgwick,KS,Passenger,1,1,2,99,101,1.98
May 31 2021,Denver,CO,Passenger,1,0,1,118,119,0.84
October 31 2023,El Paso,CO,Passenger,5,1,6,462,468,1.28
October 31 2019,Prince William,VA,Passenger,1,4,5,235,240,2.08
December 31 2023,Calvert,MD,Passenger,1,1,2,70,72,2.78
October 31 2017,Snohomish,WA,Truck,1,0,1,121457,121458,0.00
February 29 2020,Oklahoma,OK,Passenger,0,1,1,133,134,0.75
August 31 2021,Fresno,CA,Passenger,1,0,1,181,182,0.55
December 31 2017,Nassau,NY,Passenger,1,1,2,41,43,4.65
October 31 2022,Clark,NV,Passenger,9,2,11,501,512,2.15
December 31 2017,DeKalb,GA,Passenger,1,0,1,89,90,1.11
July 31 2023,Alameda,CA,Passenger,4,2,6,169,175,3.43
October 31 2017,Mason,WA,Truck,0,0,0,19460,19460,0.00
May 31 2022,Kittitas,WA,Passenger,248,80,328,29745,30073,1.09
April 30 2022,Okaloosa,FL,Passenger,0,1,1,109,110,0.91
May 31 2022,Baltimore,MD,Passenger,1,0,1,81,82,1.22
January 31 2022,Hillsborough,FL,Passenger,0,2,2,145,147,1.36
September 30 2023,Mobile,AL,Passenger,1,0,1,25,26,3.85
November 30 2023,Yuba,CA,Passenger,1,0,1,47,48,2.08
June 30 2019,Kalamazoo,MI,Passenger,1,0,1,15,16,6.25
July 31 2018,Prince George,VA,Passenger,0,1,1,74,75,1.33
November 30 2021,Onslow,NC,Passenger,0,1,1,170,171,0.58
July 31 2023,Burlington,NJ,Passenger,2,2,4,89,93,4.30
January 31 2022,Jefferson,WA,Passenger,383,197,580,24675,25255,2.30
January 31 2024,Multnomah,OR,Passenger,1,1,2,363,365,0.55
September 30 2018,Washoe,NV,Passenger,1,0,1,116,117,0.85
October 31 2021,Pacific,WA,Truck,0,0,0,7986,7986,0.00
September 30 2018,St. Mary's,MD,Passenger,1,0,1,215,216,0.46
May 31 2022,New Haven,CT,Passenger,0,2,2,33,35,5.71
July 31 2022,Muscogee,GA,Passenger,0,1,1,125,126,0.79
April 30 2024,Providence,RI,Passenger,1,0,1,15,16,6.25
June 30 2018,Skagit,WA,Passenger,206,166,372,90482,90854,0.41
July 31 2019,Mason,WA,Passenger,127,124,251,47306,47557,0.53
February 29 2024,Maricopa,AZ,Passenger,7,2,9,551,560,1.61
January 31 2022,,,Passenger,5,2,7,327,334,2.10
October 31 2018,Travis,TX,Passenger,1,0,1,206,207,0.48
October 31 2021,Adams,WA,Truck,0,0,0,5407,5407,0.00
February 28 2022,New Haven,CT,Passenger,0,2,2,35,37,5.41
December 31 2018,Richland,SC,Passenger,0,1,1,164,165,0.61
December 31 2020,Dakota,MN,Passenger,0,1,1,27,28,3.57
June 30 2018,Lewis,WA,Truck,0,0,0,25482,25482,0.00
December 31 2019,Charleston,SC,Passenger,1,0,1,113,114,0.88
October 31 2022,Lane,OR,Passenger,0,2,2,91,93,2.15
June 30 2021,Ventura,CA,Passenger,1,3,4,272,276,1.45
May 31 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
June 30 2022,Boulder,CO,Passenger,2,0,2,46,48,4.17
July 31 2021,Fulton,GA,Passenger,0,1,1,89,90,1.11
August 31 2021,Fort Bend,TX,Passenger,1,0,1,34,35,2.86
April 30 2024,Okanogan,WA,Passenger,178,85,263,25167,25430,1.03
October 31 2020,Duval,FL,Passenger,0,2,2,369,371,0.54
July 31 2020,Harris,TX,Passenger,1,0,1,254,255,0.39
April 30 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
October 31 2018,Dale,AL,Passenger,0,1,1,55,56,1.79
February 29 2024,Lane,OR,Passenger,0,1,1,53,54,1.85
March 31 2024,Columbia,WA,Truck,0,0,0,1523,1523,0.00
August 31 2018,Garfield,WA,Truck,0,0,0,954,954,0.00
February 28 2021,Wahkiakum,WA,Truck,0,0,0,1781,1781,0.00
February 28 2019,Bergen,NJ,Passenger,1,0,1,26,27,3.70
August 31 2023,Williamson,TX,Passenger,0,1,1,50,51,1.96
December 31 2019,Carson City,NV,Passenger,1,0,1,10,11,9.09
August 31 2022,Anne Arundel,MD,Passenger,3,3,6,338,344,1.74
January 31 2020,Santa Cruz,CA,Passenger,1,0,1,37,38,2.63
February 28 2021,Manassas,VA,Passenger,0,1,1,6,7,14.29
September 30 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
October 31 2021,Kitsap,WA,Passenger,2040,914,2954,180391,183345,1.61
September 30 2017,Kittitas,WA,Passenger,34,21,55,27983,28038,0.20
July 31 2017,Jefferson,NY,Passenger,1,1,2,248,250,0.80
December 31 2018,Arlington,VA,Passenger,1,1,2,167,169,1.18
November 30 2021,Nassau,NY,Passenger,3,0,3,33,36,8.33
April 30 2018,King,WA,Truck,7,1,8,183316,183324,0.00
September 30 2020,Whatcom,WA,Truck,3,0,3,43381,43384,0.01
September 30 2023,Hamilton,OH,Truck,1,0,1,4,5,20.00
July 31 2020,Okaloosa,FL,Passenger,0,1,1,147,148,0.68
January 31 2024,,,Passenger,5,0,5,232,237,2.11
July 31 2023,Wayne,MI,Passenger,0,1,1,41,42,2.38
June 30 2019,Thurston,WA,Truck,0,0,0,55119,55119,0.00
May 31 2022,Jefferson,WA,Truck,0,0,0,9491,9491,0.00
February 28 2021,Denver,CO,Passenger,1,0,1,121,122,0.82
December 31 2018,Dakota,MN,Passenger,0,2,2,34,36,5.56
March 31 2023,Kauai,HI,Passenger,1,1,2,15,17,11.76
July 31 2020,Cowlitz,WA,Passenger,146,117,263,72222,72485,0.36
January 31 2024,Ventura,CA,Passenger,3,2,5,192,197,2.54
January 31 2020,Cochise,AZ,Passenger,0,1,1,104,105,0.95
June 30 2018,Hawaii,HI,Passenger,1,0,1,75,76,1.32
November 30 2022,Allegheny,PA,Passenger,2,0,2,63,65,3.08
April 30 2018,Pacific,WA,Truck,0,0,0,7594,7594,0.00
January 31 2021,Mason,WA,Passenger,179,135,314,47674,47988,0.65
October 31 2021,Ferry,WA,Passenger,11,3,14,4446,4460,0.31
December 31 2022,Stevens,WA,Truck,2,0,2,18802,18804,0.01
September 30 2023,Monterey,CA,Truck,1,0,1,28,29,3.45
September 30 2020,King,WA,Truck,5,1,6,183625,183631,0.00
February 28 2023,Kitsap,WA,Truck,48,0,48,52735,52783,0.09
May 31 2020,Jefferson,WA,Truck,0,0,0,9507,9507,0.00
February 28 2023,Okanogan,WA,Passenger,107,56,163,26114,26277,0.62
December 31 2018,Skagit,WA,Passenger,259,187,446,91190,91636,0.49
October 31 2020,Pinellas,FL,Passenger,1,1,2,106,108,1.85
January 31 2019,Volusia,FL,Passenger,0,1,1,40,41,2.44
September 30 2019,Flathead,MT,Passenger,1,0,1,69,70,1.43
November 30 2017,Kent,MI,Passenger,0,1,1,34,35,2.86
June 30 2020,Randolph,NC,Passenger,1,0,1,7,8,12.50
March 31 2020,Grant,WA,Truck,0,0,0,27048,27048,0.00
August 31 2019,Guadalupe,TX,Passenger,1,0,1,75,76,1.32
November 30 2019,District of Columbia,DC,Passenger,1,1,2,207,209,0.96
August 31 2021,District of Columbia,DC,Passenger,4,1,5,193,198,2.53
October 31 2022,Allen,IN,Passenger,1,0,1,19,20,5.00
March 31 2017,Palm Beach,FL,Passenger,0,1,1,102,103,0.97
April 30 2021,Pinellas,FL,Passenger,1,1,2,99,101,1.98
September 30 2021,Douglas,CO,Passenger,0,1,1,87,88,1.14
October 31 2019,Wilson,TX,Passenger,0,1,1,8,9,11.11
March 31 2023,Sarpy,NE,Passenger,1,0,1,61,62,1.61
December 31 2020,Carroll,NH,Passenger,0,1,1,5,6,16.67
January 31 2021,Fresno,CA,Passenger,1,0,1,191,192,0.52
January 31 2017,Cumberland,NC,Passenger,1,0,1,639,640,0.16
January 31 2024,Stafford,VA,Passenger,3,0,3,72,75,4.00
March 31 2023,Henrico,VA,Passenger,0,1,1,8,9,11.11
May 31 2022,Yakima,WA,Passenger,325,189,514,166984,167498,0.31
March 31 2017,Whatcom,WA,Passenger,417,156,573,142210,142783,0.40
July 31 2023,San Juan,WA,Truck,15,0,15,5933,5948,0.25
September 30 2021,Kootenai,ID,Passenger,0,1,1,193,194,0.52
October 31 2023,Multnomah,OR,Passenger,1,2,3,393,396,0.76
April 30 2023,Alexandria,VA,Passenger,3,1,4,93,97,4.12
September 30 2020,Dakota,MN,Passenger,0,1,1,31,32,3.12
June 30 2021,Okaloosa,FL,Passenger,0,1,1,124,125,0.80
December 31 2020,Washtenaw,MI,Passenger,1,1,2,32,34,5.88
March 31 2022,Mercer,NJ,Passenger,0,1,1,14,15,6.67
February 28 2023,San Juan,WA,Passenger,577,172,749,13866,14615,5.12
February 28 2023,Douglas,CO,Passenger,0,1,1,70,71,1.41
November 30 2018,Sangamon,IL,Passenger,1,0,1,9,10,10.00
July 31 2023,Okanogan,WA,Passenger,128,65,193,26103,26296,0.73
November 30 2021,Yakima,WA,Passenger,272,167,439,168572,169011,0.26
March 31 2017,Cowlitz,WA,Truck,0,0,0,27903,27903,0.00
May 31 2018,Nueces,TX,Passenger,1,1,2,90,92,2.17
April 30 2021,Pima,AZ,Passenger,2,1,3,319,322,0.93
November 30 2020,Garfield,WA,Truck,0,0,0,995,995,0.00
December 31 2019,Monterey,CA,Passenger,0,1,1,189,190,0.53
September 30 2023,Monterey,CA,Passenger,0,3,3,119,122,2.46
January 31 2024,Chelan,WA,Passenger,773,216,989,53990,54979,1.80
December 31 2017,San Juan,WA,Passenger,132,43,175,13846,14021,1.25
September 30 2022,Douglas,WA,Truck,1,0,1,12778,12779,0.01
December 31 2017,Franklin,WA,Truck,0,0,0,18488,18488,0.00
April 30 2019,Wahkiakum,WA,Truck,0,0,0,1733,1733,0.00
November 30 2021,Douglas,CO,Passenger,0,1,1,89,90,1.11
October 31 2017,Maricopa,AZ,Passenger,2,1,3,1680,1683,0.18
January 31 2019,DuPage,IL,Passenger,1,0,1,63,64,1.56
September 30 2022,Hudson,NJ,Passenger,2,0,2,34,36,5.56
September 30 2023,New London,CT,Passenger,2,2,4,162,166,2.41
September 30 2023,Lake,IN,Passenger,0,1,1,6,7,14.29
April 30 2022,Rock Island,IL,Passenger,0,1,1,14,15,6.67
December 31 2022,Clark,WA,Passenger,4916,2025,6941,314552,321493,2.16
March 31 2023,Skagit,WA,Passenger,1022,383,1405,89079,90484,1.55
April 30 2017,Franklin,OH,Passenger,0,1,1,126,127,0.79
October 31 2021,Williamson,TX,Passenger,1,2,3,110,113,2.65
May 31 2023,Platte,MO,Passenger,1,0,1,20,21,4.76
December 31 2022,Clinton,PA,Passenger,1,0,1,1,2,50.00
June 30 2020,Grant,WA,Truck,0,0,0,27075,27075,0.00
November 30 2022,Penobscot,ME,Passenger,0,1,1,9,10,10.00
May 31 2019,Walla Walla,WA,Truck,0,0,0,13612,13612,0.00
February 28 2021,Columbia,WA,Truck,0,0,0,1542,1542,0.00
October 31 2022,Placer,CA,Passenger,2,0,2,67,69,2.90
February 28 2019,Tulsa,OK,Passenger,1,1,2,55,57,3.51
July 31 2020,Chelan,WA,Truck,0,0,0,22617,22617,0.00
September 30 2022,Klickitat,WA,Truck,2,0,2,8255,8257,0.02
November 30 2020,Camden,NJ,Passenger,0,1,1,23,24,4.17
June 30 2021,Meade,KY,Passenger,1,0,1,28,29,3.45
January 31 2022,Kootenai,ID,Passenger,0,1,1,181,182,0.55
September 30 2021,Wichita,TX,Passenger,1,0,1,43,44,2.27
June 30 2023,Douglas,CO,Passenger,0,2,2,59,61,3.28
November 30 2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
August 31 2019,Maricopa,AZ,Passenger,7,6,13,1614,1627,0.80
July 31 2019,Guadalupe,TX,Passenger,1,0,1,78,79,1.27
August 31 2022,St. Clair,IL,Passenger,1,0,1,115,116,0.86
July 31 2021,San Juan,WA,Passenger,443,139,582,14233,14815,3.93
May 31 2021,Adams,WA,Truck,0,0,0,5373,5373,0.00
September 30 2019,Clark,NV,Passenger,5,2,7,702,709,0.99
February 29 2024,Marin,CA,Passenger,1,1,2,27,29,6.90
December 31 2020,Columbia,WA,Truck,0,0,0,1542,1542,0.00
December 31 2021,Bartow,GA,Passenger,0,1,1,5,6,16.67
June 30 2018,DeKalb,GA,Passenger,1,0,1,82,83,1.20
June 30 2018,Asotin,WA,Passenger,9,6,15,12598,12613,0.12
February 29 2024,Escambia,FL,Passenger,0,1,1,113,114,0.88
January 31 2019,Clark,NV,Passenger,3,2,5,731,736,0.68
January 31 2017,Jackson,MO,Passenger,1,0,1,77,78,1.28
June 30 2021,Calvert,MD,Passenger,0,2,2,92,94,2.13
March 31 2019,Kalamazoo,MI,Passenger,1,0,1,14,15,6.67
